relation_type	source_name	source_type	source_id	target_name	target_type	target_id	key_sentence	pmid
biomarker	platelet	BiologicalProcess	GO:0030168	dyspnea	Symptom	SYMP:0019153	"The multivariate regression analyses revealed that a lower platelet count and lower LDH levels were associated but just explaining 4.5% of the variance, of suffering from post-COVID fatigue and dyspnea, respectively."	35381597
biomarker	platelet	BiologicalProcess	GO:0030168	fatigue	Symptom	SYMP:0019177	"The multivariate regression analyses revealed that a lower platelet count and lower LDH levels were associated but just explaining 4.5% of the variance, of suffering from post-COVID fatigue and dyspnea, respectively."	35381597
biomarker	leptin	Gene	ENTREZ:3952	myalgic encephalomyelitis or chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	"On average, TGF-β was elevated (P = 0.0052) and resistin was lower (P = 0.0052) in patients compared with controls. Seventeen cytokines had a statistically significant upward linear trend that correlated with ME/CFS severity: CCL11 (Eotaxin-1), CXCL1 (GROα), CXCL10 (IP-10), IFN-γ, IL-4, IL-5, IL-7, IL-12p70, IL-13, IL-17F, leptin, G-CSF, GM-CSF, LIF, NGF, SCF, and TGF-α."	28760971
reduced_by	SOD	Gene	ENTREZ:20655	PM2.5	Compound	MESH:D052638	"The expression of SOD decreased and MDA increased. Moreover, the level of GRP78/ATF6 and P62 was upregulated, and the expression of PI3K/Akt/mTOR/p-mTOR was down-regulated."	31761553
HSDN::has_symptom:Disease:Symptom	loss of taste/smell	Symptom	SYMP:0000551	post COVID-19 disease	Disease	MONDO:0100233	"Evolution of symptoms showed a decreasing prevalence over time for 27/53 symptoms (e.g., loss of taste/smell); a stable prevalence over time for 18/53 symptoms (e.g., dyspnoea), and an increasing prevalence over time for 8/53 symptoms (e.g., paraesthesia)."	35383197
HSDN::has_symptom:Disease:Symptom	dyspnoea	Symptom	SYMP:0019153	post COVID-19 disease	Disease	MONDO:0100233	"Evolution of symptoms showed a decreasing prevalence over time for 27/53 symptoms (e.g., loss of taste/smell); a stable prevalence over time for 18/53 symptoms (e.g., dyspnoea), and an increasing prevalence over time for 8/53 symptoms (e.g., paraesthesia)."	35383197
HSDN::has_symptom:Disease:Symptom	paraesthesia	Symptom	MESH:D010292	post COVID-19 disease	Disease	MONDO:0100233	"Evolution of symptoms showed a decreasing prevalence over time for 27/53 symptoms (e.g., loss of taste/smell); a stable prevalence over time for 18/53 symptoms (e.g., dyspnoea), and an increasing prevalence over time for 8/53 symptoms (e.g., paraesthesia)."	35383197
HSDN::has_symptom:Disease:Symptom	chronic hypoxia	Symptom	MESH:D005311	long COVID	Disease	MONDO:0100233	"Possible pathophysiological mechanisms of long COVID include: persistent viral replication, chronic hypoxia and inflammation."	35449732
Hetionet::DlA::Disease:Anatomy	Pulmonary	Anatomy	MESH:D008168	long COVID	Disease	MONDO:0100233	"Pulmonary structural changes such as hypertension, embolism and fibrosis are common in long COVID."	35449732
Hetionet::DrD::Disease:Disease	hypertension	Disease	MONDO:0005044	long COVID	Disease	MONDO:0100233	"Pulmonary structural changes such as hypertension, embolism and fibrosis are common in long COVID."	35449732
associated_with	Extracellular vesicles (EVs)	BiologicalProcess	GO:0140112	phosphatidylserine (PS)	Compound	MESH:D010718	"Furthermore, EVs express tissue factor and phosphatidylserine (PS) which aggravate thrombosis."	35449732
GNBR::Mp::Compound:Disease	cortisol	Compound	DrugBank:DB00741	ME/CFS	Disease	MONDO:0005404	"While there were significant differences found in urinary free cortisol levels in ME/CFS patients, there was also substantial heterogeneity across the included studies that makes drawing conclusions difficult."	37408028
GNBR::Md::Gene:Disease	TGFB	Gene	ENTREZ:7040	ME/CFS	Disease	MONDO:0005404	"We propose that disrupted TGFB signaling in ME/CFS may play a role in disrupting physiological rhythms in sleep, activity, and cognition, leading to the insomnia, energy disturbances, cognition problems, depression, and autonomic dysfunction associated with ME/CFS."	35465246
GNBR::Md::Gene:Disease	fibronectin (FN1)	Gene	ENTREZ:14268	long COVID	Disease	MONDO:0100233	Finding of increased circulating FN1 and depletion of (n)IgM-FN1 as a biomarker for the severity of both ME/CFS and long COVID has an immediate implication in diagnostics and development of treatment modalities.	37425897
GNBR::Md::Gene:Disease	IgM against fibronectin ((n)IgM-FN1)	Gene	ENTREZ:959	Myalgic Encephalomyelitis/ Chronic Fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	Finding of increased circulating FN1 and depletion of (n)IgM-FN1 as a biomarker for the severity of both ME/CFS and long COVID has an immediate implication in diagnostics and development of treatment modalities.	37425897
GNBR::Md::Gene:Disease	IgM against fibronectin ((n)IgM-FN1)	Gene	ENTREZ:959	long COVID	Disease	MONDO:0100233	Finding of increased circulating FN1 and depletion of (n)IgM-FN1 as a biomarker for the severity of both ME/CFS and long COVID has an immediate implication in diagnostics and development of treatment modalities.	37425897
associated_with	CD4+ T cells	BiologicalProcess	GO:0035710	fatty acids	Compound	MESH:D005227	"We examined samples obtained from at least 8 and as many as 20 subjects for immune cell fatty acid characterization in a variety of experiments and found that all three isolated cell types increased their utilization of lipids and levels of pertinent proteins involved in this metabolic pathway in ME/CFS samples, particularly during higher energy demands and activation."	36768336
biomarker	G-CSF	Gene	ENTREZ:1440	myalgic encephalomyelitis or chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	"On average, TGF-β was elevated (P = 0.0052) and resistin was lower (P = 0.0052) in patients compared with controls. Seventeen cytokines had a statistically significant upward linear trend that correlated with ME/CFS severity: CCL11 (Eotaxin-1), CXCL1 (GROα), CXCL10 (IP-10), IFN-γ, IL-4, IL-5, IL-7, IL-12p70, IL-13, IL-17F, leptin, G-CSF, GM-CSF, LIF, NGF, SCF, and TGF-α."	28760971
treats	valacyclovir	Compound	DrugBank:DB00577	CFS	Disease	MONDO:0005404	CFS patients were treated with valacyclovir (14.3 mg/kg q6h) for ≥ 12 months.	23155374
HSDN::has_symptom:Disease:Symptom	pain	Symptom	SYMP:0000099	chronic fatigue syndrome	Disease	MONDO:0005404	"however, individuals with post-COVID-19 reported lower pain and fatigue than FMS and CFS."	36006296
associated_with	glucose	Metabolite	HMDB:HMDB0000122	immunosuppression	BiologicalProcess	GO:0002683	"This immunosuppression, along with observed enhancement of compensatory antibody responses to counter the microbial translocation, was associated with and may be mediated by alterations in glucose and citrate metabolism and an IL-10 immunoregulatory response."	37396339
biomarker	LIF	Gene	ENTREZ:3976	myalgic encephalomyelitis or chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	"On average, TGF-β was elevated (P = 0.0052) and resistin was lower (P = 0.0052) in patients compared with controls. Seventeen cytokines had a statistically significant upward linear trend that correlated with ME/CFS severity: CCL11 (Eotaxin-1), CXCL1 (GROα), CXCL10 (IP-10), IFN-γ, IL-4, IL-5, IL-7, IL-12p70, IL-13, IL-17F, leptin, G-CSF, GM-CSF, LIF, NGF, SCF, and TGF-α."	28760971
biomarker	SCF	Gene	ENTREZ:652070	myalgic encephalomyelitis or chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	"On average, TGF-β was elevated (P = 0.0052) and resistin was lower (P = 0.0052) in patients compared with controls. Seventeen cytokines had a statistically significant upward linear trend that correlated with ME/CFS severity: CCL11 (Eotaxin-1), CXCL1 (GROα), CXCL10 (IP-10), IFN-γ, IL-4, IL-5, IL-7, IL-12p70, IL-13, IL-17F, leptin, G-CSF, GM-CSF, LIF, NGF, SCF, and TGF-α."	28760971
Hetionet::DpS::Disease:Symptom	chronic fatigue syndrome	Disease	MONDO:0005404	Chills	Symptom	SYMP:0019174	"TABLE 3 Comparison of symptoms, ME/CFS, and Long COVID."	37342500
Hetionet::DrD::Disease:Disease	idiopathic intracranial hypertension (IIH)	Disease	MONDO:0006810	chronic fatigue syndrome	Disease	MONDO:0005404	Recognition of similarities between chronic fatigue syndrome and idiopathic intracranial hypertension (IIH) has raised suggestions that they might be connected	37064208
associated_with	Natural Killer cells	BiologicalProcess	GO:0002228	fatty acids	Compound	MESH:D005227	"We examined samples obtained from at least 8 and as many as 20 subjects for immune cell fatty acid characterization in a variety of experiments and found that all three isolated cell types increased their utilization of lipids and levels of pertinent proteins involved in this metabolic pathway in ME/CFS samples, particularly during higher energy demands and activation."	36768336
Hetionet::DuG::Disease:Gene	monokine-induced-by-IFN-γ (MIG; CXCL9)	Gene	ENTREZ:4283	ME/CFS	Disease	MONDO:0005404	"In addition, we identified significant reductions in the concentrations of fractalkine (CX3CL1) and monokine-induced-by-IFN-γ (MIG; CXCL9) along with increases in the concentrations of eotaxin 2 (CCL24) in ME/CFS patients."	26615570
reduced_by	MDA	Gene	ENTREZ:93672	PM2.5	Compound	MESH:D052638	"The expression of SOD decreased and MDA increased. Moreover, the level of GRP78/ATF6 and P62 was upregulated, and the expression of PI3K/Akt/mTOR/p-mTOR was down-regulated."	31761553
HSDN::has_symptom:Disease:Symptom	fatigue	Symptom	SYMP:0019177	ME/CFS	Disease	MONDO:0005404	"Myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS) is characterized by unexplained debilitating fatigue, cognitive dysfunction, gastrointestinal disturbances, and orthostatic intolerance."	36758522
reduced_by	NF-kB	Gene	ENTREZ:4790	plasmalogens (Pls)	Compound	MESH:D010955	"We previously reported that the NF and aging processes reduced the special phospholipids, plasmalogens (Pls), in the murine brain by a mechanism dependent on the activation of transcription factors, NF-kB and c-MYC."	36347405
reduced_by	Neuroinflammation (NF)	Disease	MONDO:0004466	plasmalogens (Pls)	Compound	MESH:D010955	"Recent evidence showed that these phospholipids enhanced memory and reduced neuro-inflammation in the murine brain. Pls can stimulate the cellular signaling molecules, ERK and Akt, by activating the membrane-bound G protein-coupled receptors (GPCRs). Therefore, recent findings suggest that plasmalogens could be one of the key phospholipids in the brain to enhance memory and inhibit NF."	36347405
alleviated_by	plasmalogens (Pls)	Compound	MESH:D010955	neuro-inflammation	Disease	MONDO:0004466	"Recent evidence showed that these phospholipids enhanced memory and reduced neuro-inflammation in the murine brain. Pls can stimulate the cellular signaling molecules, ERK and Akt, by activating the membrane-bound G protein-coupled receptors (GPCRs). Therefore, recent findings suggest that plasmalogens could be one of the key phospholipids in the brain to enhance memory and inhibit NF."	36347405
activated_by	plasmalogens (Pls)	Compound	MESH:D010955	ERK	Gene	ENTREZ:5594	"Recent evidence showed that these phospholipids enhanced memory and reduced neuro-inflammation in the murine brain. Pls can stimulate the cellular signaling molecules, ERK and Akt, by activating the membrane-bound G protein-coupled receptors (GPCRs). Therefore, recent findings suggest that plasmalogens could be one of the key phospholipids in the brain to enhance memory and inhibit NF."	36347405
reduced_by	circulating interleukin (IL)-16	Gene	ENTREZ:3603	myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	"We observed highly significant reductions in the concentration of circulating interleukin (IL)-16, IL-7, and Vascular Endothelial Growth Factor A (VEGF-A) in ME/CFS patients."	26615570
PrimeKG::parent-child:Disease:Disease	ME/CFS	Disease	MONDO:0005404	Ischaemia-reperfusion (I-R) injury	Disease	MONDO:0005203	"We argue here that I-R injury also underpins elements of the pathology of a variety of chronic, inflammatory diseases, including rheumatoid arthritis, ME/CFS and, our chief focus and most proximally, Long COVID."	36043493
PrimeKG::parent-child:Disease:Disease	Long COVID	Disease	MONDO:0100233	Ischaemia-reperfusion (I-R) injury	Disease	MONDO:0005203	"We argue here that I-R injury also underpins elements of the pathology of a variety of chronic, inflammatory diseases, including rheumatoid arthritis, ME/CFS and, our chief focus and most proximally, Long COVID."	36043493
associated_with	CD8+ T cells	BiologicalProcess	GO:0035710	fatty acids	Compound	MESH:D005227	"We examined samples obtained from at least 8 and as many as 20 subjects for immune cell fatty acid characterization in a variety of experiments and found that all three isolated cell types increased their utilization of lipids and levels of pertinent proteins involved in this metabolic pathway in ME/CFS samples, particularly during higher energy demands and activation."	36768336
biomarker	GM-CSF	Gene	ENTREZ:1437	myalgic encephalomyelitis or chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	"On average, TGF-β was elevated (P = 0.0052) and resistin was lower (P = 0.0052) in patients compared with controls. Seventeen cytokines had a statistically significant upward linear trend that correlated with ME/CFS severity: CCL11 (Eotaxin-1), CXCL1 (GROα), CXCL10 (IP-10), IFN-γ, IL-4, IL-5, IL-7, IL-12p70, IL-13, IL-17F, leptin, G-CSF, GM-CSF, LIF, NGF, SCF, and TGF-α."	28760971
GNBR::J::Compound:Disease	reactive oxygen species (ROS)	Compound	MESH:D017382	ME/CFS	Disease	MONDO:0005404	"ME/CFS patients evoke the production of reactive oxygen species (ROS) and nitric oxide in human HMC3 microglial cells, whereas neutralization of ATG13 strongly diminishes the production of ROS and NO, suggesting that ATG13 plays a role in the observed stress response in microglial cells."	35487443
GNBR::J::Compound:Disease	nitric oxide	Compound	DrugBank:DB00435	ME/CFS	Disease	MONDO:0005404	"ME/CFS patients evoke the production of reactive oxygen species (ROS) and nitric oxide in human HMC3 microglial cells, whereas neutralization of ATG13 strongly diminishes the production of ROS and NO, suggesting that ATG13 plays a role in the observed stress response in microglial cells."	35487443
increased_by	P62	Gene	ENTREZ:18412	PM2.5	Compound	MESH:D052638	"The expression of SOD decreased and MDA increased. Moreover, the level of GRP78/ATF6 and P62 was upregulated, and the expression of PI3K/Akt/mTOR/p-mTOR was down-regulated."	31761553
