source_id	ttd_source_id	source_name	target_id	target_name	ttd_target_id	source_type	target_type	relation_type	resource
SYMBOL:SLC6A2	T21945	SLC6A2	ICD-11:6C40	Substance abuse	ICD-11:6C40	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ANGPT2	T21960	ANGPT2	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PTH2R	T22032	PTH2R	ICD-11:FB83	Low bone mass disorder	ICD-11:FB83	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:IL17A	T22095	IL17A	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:DRD1	T22118	DRD1	ICD-11:6C4Z	Unspecific substance use disorder	ICD-11:6C4Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:GAD2	T22128	GAD2	ICD-11:5A10	Diabetes mellitus	ICD-11:5A10	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:FCGR2A	T22212	FCGR2A	ICD-11:3B64	Thrombocytopenia	ICD-11:3B64	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:HDAC6	T22274	HDAC6	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:GRIN2A	T22285	GRIN2A	ICD-11:5B50-5B71	Nutritional deficiency	ICD-11:5B50-5B71	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T22295		ICD-11:1B5Y	Staphylococcal/streptococcal disease	ICD-11:1B5Y	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:SLC12A5	T22302	SLC12A5	ICD-11:8A61-8A6Z	Epilepsy/seizure	ICD-11:8A61-8A6Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:Bact gyrA	T22348	Bact gyrA	ICD-11:GC08	Urinary tract infection	ICD-11:GC08	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:Bact gyrB	T22348	Bact gyrB	ICD-11:GC08	Urinary tract infection	ICD-11:GC08	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ENG	T22350	ENG	ICD-11:9B71	Retinopathy	ICD-11:9B71	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:Pseudo pcrV	T22415	Pseudo pcrV	ICD-11:1A00-CA43	Postoperative inflammation	ICD-11:1A00-CA43	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:HTT	T22496	HTT	ICD-11:8A01	Choreiform disorder	ICD-11:8A01	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:SLC5A4	T22583	SLC5A4	ICD-11:5A10-5A11	Type-1/2 diabete	ICD-11:5A10-5A11	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T22608		ICD-11:BD4Z	Chronic arterial occlusive disease	ICD-11:BD4Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:MADCAM1	T22655	MADCAM1	ICD-11:DD71	Ulcerative colitis	ICD-11:DD71	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CXCL8	T22658	CXCL8	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T22778		ICD-11:N.A.	Diagnostic imaging	ICD-11:N.A.	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CELA1	T22839	CELA1	ICD-11:DD71	Ulcerative colitis	ICD-11:DD71	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PGR	T22939	PGR	ICD-11:2E86	Uterine fibroid	ICD-11:2E86	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CDK3	T22956	CDK3	ICD-11:2B33	Malignant haematopoietic neoplasm	ICD-11:2B33	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:dnk	T22976	dnk	ICD-11:5C55	Inborn purine/pyrimidine/nucleotide metabolism error	ICD-11:5C55	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:SOD1	T22977	SOD1	ICD-11:ND51	Spine/trunk injury	ICD-11:ND51	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:TGFB3	T22978	TGFB3	ICD-11:4B20	Sarcoidosis	ICD-11:4B20	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:HAMP	T22995	HAMP	ICD-11:3A50	Thalassaemia	ICD-11:3A50	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T23003		ICD-11:2D10	Thyroid cancer	ICD-11:2D10	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:Stap-coc fabI	T23036	Stap-coc fabI	ICD-11:1B5Y	Staphylococcal/streptococcal disease	ICD-11:1B5Y	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:Pseudo lptD	T23050	Pseudo lptD	ICD-11:PK80-PK81	Medical/surgical procedure injury	ICD-11:PK80-PK81	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CYP11A1	T23145	CYP11A1	ICD-11:2C82	Prostate cancer	ICD-11:2C82	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:JAK3	T23172	JAK3	ICD-11:NE84	Transplant rejection	ICD-11:NE84	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ITGB6	T23178	ITGB6	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CD14	T23212	CD14	ICD-11:1G40-1G41	Sepsis	ICD-11:1G40-1G41	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:MAPK3	T23276	MAPK3	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:GALNS	T23292	GALNS	ICD-11:5C56	Lysosomal disease	ICD-11:5C56	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:HIV p24	T23343	HIV p24	ICD-11:1C60-1C62	Human immunodeficiency virus disease	ICD-11:1C60-1C62	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:IL1R2	T23347	IL1R2	ICD-11:FA20	Rheumatoid arthritis	ICD-11:FA20	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:VWF	T23348	VWF	ICD-11:3B12	Von Willebrand disease	ICD-11:3B12	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ITGB3	T23355	ITGB3	ICD-11:BD4Z	Chronic arterial occlusive disease	ICD-11:BD4Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:APP	T23359	APP	ICD-11:8A20	Alzheimer disease	ICD-11:8A20	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:TTR	T23389	TTR	ICD-11:5D00	Amyloidosis	ICD-11:5D00	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:EBV BLLF1	T23459	EBV BLLF1	ICD-11:1F00	Herpes simplex infection	ICD-11:1F00	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:MPO	T23471	MPO	ICD-11:1A00-CA43	Postoperative inflammation	ICD-11:1A00-CA43	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:EDNRA	T23499	EDNRA	ICD-11:MF8Y	Urinary system clinical sympton	ICD-11:MF8Y	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:GPRC5D	T23519	GPRC5D	ICD-11:2A83	Multiple myeloma	ICD-11:2A83	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T23547		ICD-11:6C40	Substance abuse	ICD-11:6C40	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:AHR	T23666	AHR	ICD-11:2C92	Ureteral cancer	ICD-11:2C92	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:RAF1	T23673	RAF1	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:BDKRB2	T23714	BDKRB2	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T23761		ICD-11:FA20	Rheumatoid arthritis	ICD-11:FA20	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PFKFB3	T23787	PFKFB3	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:IL33	T23797	IL33	ICD-11:CB41	Respiratory failure	ICD-11:CB41	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PSCA	T23953	PSCA	ICD-11:2B72	Stomach cancer	ICD-11:2B72	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PRKCQ	T23995	PRKCQ	ICD-11:NE84	Transplant rejection	ICD-11:NE84	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PYY	T24127	PYY	ICD-11:5B80-5B81	Obesity	ICD-11:5B80-5B81	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:SERPING1	T24211	SERPING1	ICD-11:HA00-HA01	Sexual dysfunction	ICD-11:HA00-HA01	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:LIPA	T24373	LIPA	ICD-11:5C51-5C57	Enzyme deficiency	ICD-11:5C51-5C57	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ADRB2	T24555	ADRB2	ICD-11:9C61	Glaucoma	ICD-11:9C61	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:MGMT	T24587	MGMT	ICD-11:2A60-2C35	Sarcoma	ICD-11:2A60-2C35	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:Hae-influ lpxC	T24626	Hae-influ lpxC	ICD-11:1B92	Glanders	ICD-11:1B92	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:Bact murA	T24634	Bact murA	ICD-11:1B74-1F40	Gram-positive bacterial infection	ICD-11:1B74-1F40	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CACNA1D	T24793	CACNA1D	ICD-11:ND56	Unspecific body region injury	ICD-11:ND56	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T24835		ICD-11:1B10-1B21	Mycobacterium infection	ICD-11:1B10-1B21	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PROC	T24836	PROC	ICD-11:JB63	Pregnancy/childbirth/puerperium maternal infection	ICD-11:JB63	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:SLC10A2	T24982	SLC10A2	ICD-11:5A11	Type 2 diabetes mellitus	ICD-11:5A11	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:DRD4	T24983	DRD4	ICD-11:HA00-HA01	Sexual dysfunction	ICD-11:HA00-HA01	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:BTK	T25005	BTK	ICD-11:EB00	Spontaneous urticaria	ICD-11:EB00	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T25064		ICD-11:1A70-1A7Z	Gonococcal infection	ICD-11:1A70-1A7Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:EDN1	T25076	EDN1	ICD-11:6B60	Dissociative neurological symptom disorder	ICD-11:6B60	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CPS1	T25163	CPS1	ICD-11:BD74-BD75	Varicose veins	ICD-11:BD74-BD75	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ABCB1	T25258	ABCB1	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:EZH2	T25265	EZH2	ICD-11:2C92	Ureteral cancer	ICD-11:2C92	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:RORC	T25307	RORC	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CXCR3	T25315	CXCR3	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:EBP	T25317	EBP	ICD-11:FA20	Rheumatoid arthritis	ICD-11:FA20	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T25419		ICD-11:2C25	Non-small-cell lung cancer	ICD-11:2C25	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PPP3CA	T25464	PPP3CA	ICD-11:5B55-5B5F	Vitamin deficiency	ICD-11:5B55-5B5F	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T25537		ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:FFAR1	T25608	FFAR1	ICD-11:5A11	Type 2 diabetes mellitus	ICD-11:5A11	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:LOXL2	T25637	LOXL2	ICD-11:2B91	Colorectal cancer	ICD-11:2B91	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T25663		ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T25698		ICD-11:CA40	Pneumonia	ICD-11:CA40	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:HMOX1	T25703	HMOX1	ICD-11:KA87	Neonatal hyperbilirubinaemia	ICD-11:KA87	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:FPR3	T25705	FPR3	ICD-11:8A20	Alzheimer disease	ICD-11:8A20	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:GPC3	T25726	GPC3	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:SLC39A6	T25739	SLC39A6	ICD-11:2C25	Non-small-cell lung cancer	ICD-11:2C25	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PPIB	T25847	PPIB	ICD-11:5B50-5B71	Nutritional deficiency	ICD-11:5B50-5B71	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T25889		ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T25950		ICD-11:1A00-CA43	Postoperative inflammation	ICD-11:1A00-CA43	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:EP300	T25956	EP300	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:TNFRSF25	T26170	TNFRSF25	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ICAM1	T26203	ICAM1	ICD-11:9E1Z	Visual system disease	ICD-11:9E1Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T26220		ICD-11:2B72	Stomach cancer	ICD-11:2B72	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PRLR	T26226	PRLR	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T26240		ICD-11:2C82	Prostate cancer	ICD-11:2C82	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T26327		ICD-11:6B60	Dissociative neurological symptom disorder	ICD-11:6B60	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:GABRA5	T26368	GABRA5	ICD-11:LD2A	Sex development malformative disorder	ICD-11:LD2A	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T26428		ICD-11:5B80-5B81	Obesity	ICD-11:5B80-5B81	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:POLA1	T26463	POLA1	ICD-11:1A24-1D9Z	Virus infection	ICD-11:1A24-1D9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:BCL11A	T26470	BCL11A	ICD-11:3A50	Thalassaemia	ICD-11:3A50	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:HRH4	T26500	HRH4	ICD-11:CA08	Vasomotor/allergic rhinitis	ICD-11:CA08	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:AKR1B1	T26623	AKR1B1	ICD-11:DB61-GB90	Thrombosis	ICD-11:DB61-GB90	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:C3	T26851	C3	ICD-11:9B71	Retinopathy	ICD-11:9B71	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:GAD1	T26900	GAD1	ICD-11:8A00	Parkinsonism	ICD-11:8A00	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T27021		ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T27106		ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:GRM1	T27137	GRM1	ICD-11:6A20	Schizophrenia	ICD-11:6A20	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:Stre-coc metG	T27198	Stre-coc metG	ICD-11:1A00-1C4Z	Bacterial infection	ICD-11:1A00-1C4Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:SRD5A1	T27265	SRD5A1	ICD-11:GA90	Prostate hyperplasia	ICD-11:GA90	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:SRD5A2	T27265	SRD5A2	ICD-11:GA90	Prostate hyperplasia	ICD-11:GA90	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:SRD5A3	T27265	SRD5A3	ICD-11:GA90	Prostate hyperplasia	ICD-11:GA90	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T27288		ICD-11:5B80-5B81	Obesity	ICD-11:5B80-5B81	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:GABRD	T27376	GABRD	ICD-11:8A04	Tremor-related disorder	ICD-11:8A04	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:Bact ileS	T27445	Bact ileS	ICD-11:1A00-1C4Z	Bacterial infection	ICD-11:1A00-1C4Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:VARV p37	T27495	VARV p37	ICD-11:1A24-1D9Z	Virus infection	ICD-11:1A24-1D9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PRSS1	T27602	PRSS1	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:GDF2	T27611	GDF2	ICD-11:9B75	Macular degeneration	ICD-11:9B75	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PDCD2	T27736	PDCD2	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T27770		ICD-11:BA40-BA6Z	Ischemic heart disease	ICD-11:BA40-BA6Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:SLC6A4	T27812	SLC6A4	ICD-11:6C40	Substance abuse	ICD-11:6C40	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:SNCA	T27816	SNCA	ICD-11:8A00	Parkinsonism	ICD-11:8A00	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:SPTBN1	T27826	SPTBN1	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CRBN	T27861	CRBN	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ACE2	T27889	ACE2	ICD-11:5A11	Type 2 diabetes mellitus	ICD-11:5A11	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:DDX5	T27918	DDX5	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:NPY4R	T27944	NPY4R	ICD-11:6A20	Schizophrenia	ICD-11:6A20	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:Bact pagA	T27999	Bact pagA	ICD-11:1G40-1G41	Sepsis	ICD-11:1G40-1G41	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:RPS6KA2	T28043	RPS6KA2	ICD-11:2A82	Mature B-cell leukaemia	ICD-11:2A82	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:FGF4	T28076	FGF4	ICD-11:BA41-BA42	Heart disease	ICD-11:BA41-BA42	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:FAF1	T28093	FAF1	ICD-11:8A00	Parkinsonism	ICD-11:8A00	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:FFAR2	T28213	FFAR2	ICD-11:5A2Y	Acute diabete complication	ICD-11:5A2Y	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:KIR3DL2	T28217	KIR3DL2	ICD-11:2A90	Mature T-cell lymphoma	ICD-11:2A90	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:GCH1	T28226	GCH1	ICD-11:8A00	Parkinsonism	ICD-11:8A00	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:SERPINA1	T28265	SERPINA1	ICD-11:CA21	Emphysema	ICD-11:CA21	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CCKAR	T28330	CCKAR	ICD-11:DC30-DC3Z	Pancreatic malfunction	ICD-11:DC30-DC3Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CDH11	T28385	CDH11	ICD-11:FA20	Rheumatoid arthritis	ICD-11:FA20	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:EPHA3	T28413	EPHA3	ICD-11:2A37	Myelodysplastic syndrome	ICD-11:2A37	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T28481		ICD-11:4A40	Lupus erythematosus	ICD-11:4A40	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:KIF11	T28484	KIF11	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:RPP14	T28532	RPP14	ICD-11:EA90	Psoriasis	ICD-11:EA90	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:RPP21	T28532	RPP21	ICD-11:EA90	Psoriasis	ICD-11:EA90	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T28658		ICD-11:1F40-1F45	Malaria	ICD-11:1F40-1F45	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:TUBB2A	T28661	TUBB2A	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:LPL	T28692	LPL	ICD-11:JB63	Pregnancy/childbirth/puerperium maternal infection	ICD-11:JB63	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CHEK2	T28713	CHEK2	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:TNFRSF12A	T28717	TNFRSF12A	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:GABRG3	T28722	GABRG3	ICD-11:8A04	Tremor-related disorder	ICD-11:8A04	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T28746		ICD-11:EA90	Psoriasis	ICD-11:EA90	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T28848		ICD-11:1F00	Herpes simplex infection	ICD-11:1F00	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:Bact ureC	T28869	Bact ureC	ICD-11:GC08	Urinary tract infection	ICD-11:GC08	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:HDAC8	T28887	HDAC8	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CHRM1	T28893	CHRM1	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T28925		ICD-11:NE84	Transplant rejection	ICD-11:NE84	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:IDS	T28993	IDS	ICD-11:GB04	Male infertility	ICD-11:GB04	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:SOD1	T29024	SOD1	ICD-11:8B60	Motor neuron disease	ICD-11:8B60	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CCN2	T29036	CCN2	ICD-11:EE60	Keloid/hypertrophic scar	ICD-11:EE60	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T29064		ICD-11:4A42	Systemic sclerosis	ICD-11:4A42	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T29075		ICD-11:1C60-1C62	Human immunodeficiency virus disease	ICD-11:1C60-1C62	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:STAT3	T29130	STAT3	ICD-11:DD71	Ulcerative colitis	ICD-11:DD71	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
