Biomarker ID	Biomarker Name	Disease	ICD Code	Biomarker Type	Conclusion	UniProt ID	REF 1	Biomarker Location	Specific Aim	Molecular Type	Biomarker Measure	Treatment	Specific Conclusion	Biomarker Phase	Objective	Research Method	Research Results
BM000494	MR-proadrenomedullin	Sepsis	ICD-11: 1G40-1G41 ; ICD-9: 995.91	Prognostic	In a prospective study of septic patients, MR-proadrenomedullin elevation predic ted survival with similar accuracy to illness severity scores.		Cardiac biomarkers in the critically ill. Crit Care Clin. 2011 Apr;27(2):327-43.		Survival								
BM003119	Procalcitonin	Sepsis	ICD-11: 1G40-1G41	Diagnostic	PCT is a useful, sensitive and independent biomarker of neonatal sepsis.		Role of serum procalcitonin and C-reactive protein in the diagnosis of neonatal sepsis. Bangladesh Med Res Counc Bull. 2011 Aug;37(2):40-6. Bangladesh Med Res Counc Bull. 2011 Aug;37(2):40-6.		Diagnosis								
BM003148	IgM	Sepsis	ICD-11: 1G40-1G41	Early diagnostic	CRP, IL-6 and IgM are helpful in the early diagnosis of Gram-negative neonatal sepsis.		Diagnostic markers for neonatal sepsis: comparing C-reactive protein, interleukin-6 and immunoglobulin M. Scand J Immunol. 2007 Feb;65(2):171-5. Scand J Immunol. 2007 Feb;65(2):171-5.		Early diagnosis		Higher						
BM003149	Interleukin-2 receptor	Sepsis	ICD-11: 1G40-1G41	Differentiation	Relatively higher levels of sIL-2R and sCD4 were found in patients with sepsis syndrome.		Lymphocyte activation after non-thermal trauma. Br J Surg. 2000 Feb;87(2):223-30. Br J Surg. 2000 Feb;87(2):223-30.				Higher						
BM003521	Endothelial protein C receptor	Sepsis	ICD-11: 1G40-1G41	Monitoring	In severe sepsis, an early (at D2), transient but significant increase in circulating sEPCR may be detrimental suggesting that sEPCR could provide an early biological marker of sepsis outcome.	Q9UNN8	Early rise in circulating endothelial protein C receptor correlates with poor outcome in severe sepsis. Intensive Care Med. 2011 Jun;37(6):950-6. Intensive Care Med. 2011 Jun;37(6):950-6.		Outcome		Increased						
BM001182	ACTH	Advanced cancer	ICD-11: 2A00-2F9Z ; ICD-10: C00-C96 ; ICD-9: 140-229	Diagnostic			Biomarkers for chronic fatigue. Brain Behav Immun. 2012 Nov;26(8):1202-10.	plasma	Fatigue		Elevated level						
BM001183	Cortisol	Advanced cancer	ICD-11: 2A00-2F9Z ; ICD-10: C00-C96 ; ICD-9: 140-229	Diagnostic			Biomarkers for chronic fatigue. Brain Behav Immun. 2012 Nov;26(8):1202-10.	plasma	Fatigue		Elevated level						
BM001184	Epinephrine	Advanced cancer	ICD-11: 2A00-2F9Z ; ICD-10: C00-C96 ; ICD-9: 140-229	Diagnostic			Biomarkers for chronic fatigue. Brain Behav Immun. 2012 Nov;26(8):1202-10.	plasma	Fatigue		Elevated level						
BM001185	Norepinephrine	Advanced cancer	ICD-11: 2A00-2F9Z ; ICD-10: C00-C96 ; ICD-9: 140-229	Diagnostic			Biomarkers for chronic fatigue. Brain Behav Immun. 2012 Nov;26(8):1202-10.	plasma	Fatigue		Elevated level						
BM001868	Neopterin	Solid tumour/cancer	ICD-11: 2A00-2F9Z ; ICD-10: C76-C80 ; ICD-9: 140-229	Diagnostic			Biomarkers for chronic fatigue. Brain Behav Immun. 2012 Nov;26(8):1202-10.	plasma	Fatigue		Elevated level						
BM003042	ABL	Chronic myelogenous leukaemia	ICD-11: 2A20.0 ; ICD-10: C92.1 ; ICD-9: 205.1	Classification; theragnostic			From drug discovery to biomarker-driven clinical trials in lymphoma. Nat Rev Clin Oncol. 2012 Nov;9(11):643-53.		Response to treatment	Gene		Imatinib					
BM003051	BCR/ABL	Chronic myeloid leukaemia	ICD-11: 2A20 ; ICD-10: C92.7 ; ICD-9: 205.1	Prognostic; theragnostic; pharmacogenetic		P11274 ; P00519	Predictive biomarkers: a paradigm shift towards personalized cancer medicine. Nat Rev Clin Oncol. 2011 Aug 23;8(10):587-96.		Response to treatment	Gene	Translocation	Imatinib; dasatinib; nilotinib					
BM003031	PML-RAR	Acute promyelocytic leukaemia	ICD-11: 2A60.0 ; ICD-10: C92.9 ; ICD-9: 205	Prognostic; theragnostic; pharmacogenetic		P29590 ; P10276	Predictive biomarkers: a paradigm shift towards personalized cancer medicine. Nat Rev Clin Oncol. 2011 Aug 23;8(10):587-96.		Response to treatment	Gene	Translocation	All trans retinoic acid					
BM000044	macrophage; T-cell	Advanced stage follicular lymphoma	ICD-11: 2A80 ; ICD-9: 202	Prognostic	The presence of sclerosis within the lymphoma is a marker of poor overall surviv al that is independent of the FLIPI. The quantification of macrophage or absolut e T-cell content, grading, and proliferation are of no help in predicting the ou tcome of FL. Future studies need to identify surrogate markers for the prognosti c immune signatures identified by gene expression profiling. Most importantly, n ew prognosticmarkers need to be confirmed in patients treated within prospective trials.		Tumor sclerosis but not cell proliferation or malignancy grade is a prognostic marker in advanced-stage follicular lymphoma: the German Low Grade Lymphoma Study Group. J Clin Oncol. 2007 Aug 1;25(22):3330-6.		Overall survival	Global	The quantification of macrophage or absolute T-cell content, grading, and prolif eration			Clinical trial	Follicular lymphoma is an indolent lymphoma with a long median overall survival. However, a considerable number of patients die within the first 2 years after t he onset of thedisease. Because the treatment options vary with respect to anti tumor effect and potential toxic adverse effects, the identification of high-ris k patients would be helpful in directing therapeutic decisions in individual pat ients. Several histopathologic biomarkers for risk stratification have been sugg ested, but most markers have not been validated in patients treated in prospecti ve trials.	We report a comprehensive approach to evaluate histopathologic biomarkers, inclu ding WHO grade, histology, and proliferation and quantitation of immune bystande r cells, in 158 patients with nodal advanced-stage follicular lymphoma treated f irst line within arandomized trial.	Tumor sclerosis was a significant prognostic marker of poor overall survival tha t was independent of the Follicular Lymphoma International Prognostic Index (FLI PI). WHO grade, proliferation, and total T-cell or macrophage content were not a ssociated with overall survival.
BM000045	sclerosis	Advanced stage follicular lymphoma	ICD-11: 2A80 ; ICD-9: 202	Prognostic	The presence of sclerosis within the lymphoma is a marker of poor overall surviv al that is independent of the FLIPI. The quantification of macrophage or absolut e T-cell content, grading, and proliferation are of no help in predicting the ou tcome of FL. Future studies need to identify surrogate markers for the prognosti c immune signatures identified by gene expression profiling. Most importantly, n ew prognosticmarkers need to be confirmed in patients treated within prospective trials.		Tumor sclerosis but not cell proliferation or malignancy grade is a prognostic marker in advanced-stage follicular lymphoma: the German Low Grade Lymphoma Study Group. J Clin Oncol. 2007 Aug 1;25(22):3330-6.		Overall survival	Global	Presence			Clinical trial	Follicular lymphoma is an indolent lymphoma with a long median overall survival. However, a considerable number of patients die within the first 2 years after t he onset of thedisease. Because the treatment options vary with respect to anti tumor effect and potential toxic adverse effects, the identification of high-ris k patients would be helpful in directing therapeutic decisions in individual pat ients. Several histopathologic biomarkers for risk stratification have been sugg ested, but most markers have not been validated in patients treated in prospecti ve trials.	We report a comprehensive approach to evaluate histopathologic biomarkers, inclu ding WHO grade, histology, and proliferation and quantitation of immune bystande r cells, in 158 patients with nodal advanced-stage follicular lymphoma treated f irst line within arandomized trial.	Tumor sclerosis was a significant prognostic marker of poor overall survival tha t was independent of the Follicular Lymphoma International Prognostic Index (FLI PI). WHO grade, proliferation, and total T-cell or macrophage content were not a ssociated with overall survival.
BM003048	12 genes	Colon cancer	ICD-11: 2B90.Z	Classification; theragnostic			From drug discovery to biomarker-driven clinical trials in lymphoma. Nat Rev Clin Oncol. 2012 Nov;9(11):643-53.		Response to treatment	Gene		Adjuvant therapy for colon carcinoma					
BM000209	Carcinoembryonic antigen (CD66e)	Colorectal cancer	ICD-11: 2B91.Z	Classification	For colorectal cancer, it is recommended that carcinoembryonic antigen (CEA) be ordered preoperatively, if it would assist in staging and surgical planning. Pos toperative CEA levels should be performed every 3 months for stage II andIII di sease for at least 3 years if the patient is a potential candidate for surgery o r chemotherapy of metastatic disease. CEA is the marker of choice for monitoring the response of metastatic disease to systemic therapy. Data are insufficient t o recommend the routine use of p53, ras, thymidine synthase, dihydropyrimidine d ehydrogenase, thymidine phosphorylase, microsatellite instability, 18q loss of h eterozygosity, or deleted in colon cancer (DCC) protein in the management of pat ients with colorectal cancer. For pancreatic cancer, CA 19-9 can be measured eve ry 1 to 3 months for patients with locally advanced or metastatic disease receiv ing active therapy. Elevations in serial CA 19-9 determinations suggest progress ive disease but confirmation with other studies should be sought. New markers an d new evidence to support the use of the currently reviewed markers will be eval uated in future updates of these guidelines.	P06731	ASCO 2006 update of recommendations for the use of tumor markers in gastrointestinal cancer. J Clin Oncol. 2006 Nov 20;24(33):5313-27.							Clinical society recommended	To update the recommendations for the use of tumor marker tests in the preventio n, screening, treatment, and surveillance of gastrointestinal cancers.	For the 2006 update,an update committee composed of members from the full Pane l was formed to complete the review and analysis of data published since 1999. C omputerized literature searches of Medline and the CochraneCollaboration Librar y were performed. The Update Committee's literature review focused attention on available systematic reviews and meta-analyses of published tumor marker studies .	
BM000210	Carcinoembryonic antigen (CD66e)	Colorectal cancer	ICD-11: 2B91.Z	Monitoring; theragnostic	Forcolorectal cancer, it is recommended that carcinoembryonic antigen (CEA) be ordered preoperatively, if it would assist in staging and surgical planning. Pos toperative CEA levels should be performed every 3 months for stage II and III di sease for at least 3 years if the patient is a potential candidate for surgery o r chemotherapy of metastatic disease. CEA is the marker of choice for monitoringthe response of metastatic disease to systemic therapy. Data are insufficient t o recommend the routine use of p53, ras, thymidine synthase, dihydropyrimidine d ehydrogenase, thymidine phosphorylase,microsatellite instability, 18q loss of h eterozygosity, or deleted in colon cancer (DCC) protein in the management of pat ients with colorectal cancer. For pancreatic cancer, CA 19-9 can be measuredeve ry 1 to 3 months for patients with locally advanced or metastatic disease receiv ing active therapy. Elevations in serial CA 19-9 determinations suggest progress ive disease but confirmation withother studies should be sought. New markers an d new evidence to support the use of the currently reviewed markers will be eval uated in future updates of these guidelines.	P06731	ASCO 2006 update of recommendations for the use of tumor markers in gastrointestinal cancer. J Clin Oncol. 2006 Nov 20;24(33):5313-27.		Response to treatment					Clinical society recommended	To update the recommendations for the use of tumor marker tests in the preventio n, screening, treatment, and surveillance of gastrointestinal cancers.	For the 2006 update,an update committee composed of members from the full Pane l was formed to complete the review and analysis of data published since 1999. C omputerized literature searches of Medline and the CochraneCollaboration Librar y were performed. The Update Committee's literature review focused attention on available systematic reviews and meta-analyses of published tumor marker studies .	
BM000190	p53, ras, thymidine synthase, dihydropyrimidine dehydrogenase, thymidine phospho rylase, microsatellite instability, 18q loss of heterozygosity, deleted in colon cancer (DCC) protein	Colorectal cancer	ICD-11: 2B91.Z	Diagnostic; prognostic	For colorectal cancer, it is recommended that carcinoembryonic antigen (CEA) be ordered preoperatively, if it would assist in staging and surgical planning. Pos toperative CEA levels should be performed every 3 months for stage II and III di sease for at least 3 years if thepatient is a potential candidate for surgery o r chemotherapy of metastatic disease. CEA is the marker of choice for monitoring the response of metastatic disease to systemic therapy. Data are insufficient t o recommend the routine use of p53, ras, thymidine synthase, dihydropyrimidine d ehydrogenase, thymidine phosphorylase, microsatellite instability, 18q loss of h eterozygosity, or deleted in colon cancer (DCC) protein in the management of pat ients with colorectal cancer. For pancreatic cancer, CA 19-9 can be measured eve ry 1 to 3 months for patients with locally advanced or metastatic disease receiv ing active therapy. Elevations in serial CA 19-9 determinations suggest progress ive disease but confirmation with other studies should be sought. New markers an d new evidence to support the use of the currently reviewed markers will be eval uated in future updates of these guidelines.		ASCO 2006 update of recommendations for the use of tumor markers in gastrointestinal cancer. J Clin Oncol. 2006 Nov 20;24(33):5313-27.							Clinical society recommended	To update the recommendations for the use of tumor marker tests in the preventio n, screening, treatment, and surveillance of gastrointestinal cancers.	For the 2006 update,an update committee composed of members from the full Pane l was formed to complete the review and analysis of data published since 1999. C omputerized literature searches of Medline and the CochraneCollaboration Librar y were performed. The Update Committee's literature review focused attention on available systematic reviews and meta-analyses of published tumor marker studies .	
BM000024	thymidylate synthase-enhancer region (TYMS-ER), thymidylate synthase 1494 (TYMS- 1494), dihydropyrimidine dehydrogenase (DPYD), methylenetetrahydrofolate reducta se (MTHFR), mutL homolog 1 (MLH1), UDP glucuronyltransferase (UGT1A1), ATP-binding cassette group B gene 1 (ABCB1), x-ray cross-complementing group 1 (XRCC1), g lutathione-S-transferase P1 (GSTP1), excision repair cross-complementing gene 2 (ERCC2)	Colorectal cancer	ICD-11: 2B91.Z	Prognostic; pharmacogenetic	These results do not support the routine clinical use of the evaluated polymorph isms, including UGT1A1*28. Further investigation of XRCC1, ERCC2, and GSTP1 as p otential predictors of irinotecan toxicity is warranted.		Association of molecular markers with toxicity outcomes in a randomized trial of chemotherapy for advanced colorectal cancer: the FOCUS trial. J Clin Oncol. 2009 Nov 20;27(33):5519-28.		Toxicity	Gene polymorphism		fluorouracil; irinotecan + fluorouracil ; oxaliplatin + fluorouracil		Clinical trial	Predicting efficacy and toxicity could potentially allow individualization of ca ncer therapy. We investigated putative pharmacogeneticmarkers of chemotherapy to xicity in a large randomized trial.	Patients were randomly assigned to different sequences of chemotherapy for advan ced colorectal cancer. First-line therapy was fluorouracil (FU), irinotecan/FU ( IrFU) or oxaliplatin/FU (OxFU). Patients allocated first-line FU had planned sec ond-line irinotecan alone, IrFU, or OxFU. The primary toxicity outcome measure w as toxicity-induced delay or dose reduction; the secondary outcome was Common Te rminology Criteria of Adverse Events grade >or= 3 toxicity. DNA was analyzed in 1,188 patients; 1,036 were assessable for the primary outcome, including 688 tre ated with FU, 270 with IrFU (first or second line), 280 with OxFU (first or seco nd line), 184 with irinotecan alone, and 454 with any irinotecan-containing regi men. Ten polymorphisms were assessed: thymidylate synthase-enhancer region (TYMS -ER), thymidylate synthase 1494 (TYMS-1494), dihydropyrimidine dehydrogenase (DP YD), methylenetetrahydrofolate reductase (MTHFR), mutL homolog 1 (MLH1), UDP glu curonyltransferase (UGT1A1), ATP-binding cassette group B gene 1 (ABCB1), x-ray cross-complementing group 1 (XRCC1), glutathione-S-transferase P1 (GSTP1), and e xcision repair cross-complementing gene 2 (ERCC2).	Using the primary outcome measure, no polymorphism was significantly associated (P < .01) with the toxicity of any regimen or with the difference in toxicity of IrFU or OxFU versus FU alone. Trends (of doubtful significance) were seen for a ssociations of XRCC1, ERCC2, and GSTP1 with toxicity during irinotecan regimens: XRCC1, primary end point, any irinotecan-containing regimen (P = .045); ERCC2, secondary end point, irinotecan alone (P = .003); GSTP1, secondary end point; Ir FU (P = .039); and irinotecan alone (P = .05). There was no evidence of associat ion of UGT1A1*28 with irinotecan toxicity.
